feature,importance,target,method,rank
H3K27me2,0.010131201,H4K8ac,mean_abs,19
H3K36me3,0.009997738,H4K8ac,mean_abs,20
H3K14ac,0.00930327,H4K8ac,mean_abs,21
H3K9ac,0.00783421,H4K8ac,mean_abs,22
H4K91ac,0.00750311,H4K8ac,mean_abs,23
H2BK5ac,0.00709967,H4K8ac,mean_abs,24
H2BK20ac,0.0066138864,H4K8ac,mean_abs,25
H4K20me3,0.004923572,H4K8ac,mean_abs,26
H3K4me2,0.00472034,H4K8ac,mean_abs,27
H2AK9ac,0.004639341,H4K8ac,mean_abs,28
H3R2me1,0.004180891,H4K8ac,mean_abs,29
H3K9me2,0.0041430457,H4K8ac,mean_abs,30
H3K79me3,0.0038240266,H4K8ac,mean_abs,31
H3K36me1,0.0036879177,H4K8ac,mean_abs,32
H3R2me2,0.0031031687,H4K8ac,mean_abs,33
H3K27me3,0.0027110735,H4K8ac,mean_abs,34
H3K79me1,0.002330641,H4K8ac,mean_abs,35
H2A.H4R3me2,0.0020948611,H4K8ac,mean_abs,36
H3K9me3,0.0018315291,H4K8ac,mean_abs,37
H3K79me2,0.0012726313,H4K8ac,mean_abs,38
H4K91ac_shap_importance.csv,,,,
H3K4ac,3.0309474,H4K91ac,mean_abs,1
H2BK120ac,2.606794,H4K91ac,mean_abs,2
H2BK20ac,1.2289941,H4K91ac,mean_abs,3
H3K18ac,0.5077686,H4K91ac,mean_abs,4
H4K16ac,0.4662088,H4K91ac,mean_abs,5
H3K4me2,0.31922856,H4K91ac,mean_abs,6
H3K23ac,0.18948194,H4K91ac,mean_abs,7
H3K9ac,0.15068865,H4K91ac,mean_abs,8
H2AZ,0.14569876,H4K91ac,mean_abs,9
H2AK9ac,0.14442003,H4K91ac,mean_abs,10
H3K4me1,0.11824439,H4K91ac,mean_abs,11
H4K12ac,0.11038551,H4K91ac,mean_abs,12
H3K4me3,0.10231768,H4K91ac,mean_abs,13
H4K20me1,0.07475774,H4K91ac,mean_abs,14
H2AK5ac,0.06615591,H4K91ac,mean_abs,15
H3K36ac,0.041209653,H4K91ac,mean_abs,16
H2BK5ac,0.038559556,H4K91ac,mean_abs,17
H3K9me1,0.031174045,H4K91ac,mean_abs,18
H2BK12ac,0.028812777,H4K91ac,mean_abs,19
H2BK5me1,0.024527332,H4K91ac,mean_abs,20
H3K79me3,0.020385703,H4K91ac,mean_abs,21
H3K14ac,0.019354887,H4K91ac,mean_abs,22
H3K27me1,0.018279228,H4K91ac,mean_abs,23
H4K8ac,0.012970039,H4K91ac,mean_abs,24
H4K5ac,0.01172373,H4K91ac,mean_abs,25
H3K27ac,0.011549359,H4K91ac,mean_abs,26
H4K20me3,0.011046205,H4K91ac,mean_abs,27
H3K27me2,0.009287663,H4K91ac,mean_abs,28
H2A.H4R3me2,0.0069462936,H4K91ac,mean_abs,29
H3R2me1,0.0056826184,H4K91ac,mean_abs,30
H3K36me1,0.005668407,H4K91ac,mean_abs,31
H3K27me3,0.0053253546,H4K91ac,mean_abs,32
H3K9me2,0.0049168183,H4K91ac,mean_abs,33
H3K36me3,0.004899489,H4K91ac,mean_abs,34
H3R2me2,0.0037967148,H4K91ac,mean_abs,35
H3K79me1,0.0035397739,H4K91ac,mean_abs,36
H3K9me3,0.0015106059,H4K91ac,mean_abs,37
H3K79me2,0.0014048578,H4K91ac,mean_abs,38
